#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Unsecreted_FOL_RSL87568.1     -          HNH_2                PF13391.8    4.9e-14   48.0   0.0   1.1e-13   46.9   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_FFL_RSL75901.1     -          HNH_2                PF13391.8      8e-14   47.3   0.0   1.8e-13   46.2   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_CMI_XP_006674427.1 -          HNH_2                PF13391.8    9.4e-12   40.7   0.6   3.1e-11   39.0   0.3   2.1   2   0   0   2   2   2   1 -
Unsecreted_CMI_XP_006671509.1 -          HNH_2                PF13391.8    9.5e-12   40.7   1.5   1.5e-11   40.0   0.1   2.1   2   0   0   2   2   2   1 -
Unsecreted_CMI_XP_006668791.1 -          HNH_2                PF13391.8    1.5e-11   40.0   0.1   2.9e-11   39.1   0.1   1.5   1   0   0   1   1   1   1 -
Unsecreted_CMI_XP_006665602.1 -          HNH_2                PF13391.8    8.4e-11   37.6   0.7   1.9e-10   36.5   0.7   1.6   1   0   0   1   1   1   1 -
Unsecreted_BME_ORY01541.1 -          HOATZ-like           PF17664.3       0.16    7.2   8.5      0.13    7.6   6.3   1.9   2   0   0   2   2   2   0 -
Unsecreted_BME_ORX91221.1 -          Hol_Tox              PF16935.7        1.5    4.6  10.2      0.11    8.2   0.1   3.4   3   0   0   3   3   3   0 -
Unsecreted_CPA_KAF3767445.1 -          HPS3_N               PF14761.8     0.0048   12.1   0.0     0.012   10.8   0.0   1.7   1   0   0   1   1   1   1 -
Unsecreted_EMU_KAF7756331.1                                    -          HRDC                 PF00570.25   3.6e-13   45.0   0.0   7.3e-13   44.0   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1187635_evm.model.d7180000059135.1 -          HRDC                 PF00570.25   2.1e-11   39.4   0.0   3.7e-11   38.6   0.0   1.4   1   0   0   1   1   1   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1190099_evm.model.d7180000076572.1 -          hSH3                 PF14603.8     0.0031   13.8   2.6       1.2    5.5   0.1   3.1   3   0   0   3   3   3   3 -
Unsecreted_OCA_KAF4591863.1 -          HTH_51               PF18558.3    7.1e-22   72.9   0.0     2e-21   71.4   0.0   1.8   1   0   0   1   1   1   1 -
Unsecreted_POR_XP_003713256.1 -          HyaE                 PF07449.13     0.002   13.9   0.3    0.0062   12.3   0.1   2.0   2   0   0   2   2   2   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1191127_evm.model.d7180000083642.1 -          Hydin_ADK            PF17213.5        1.4    4.7  15.1       1.9    4.3  15.1   1.2   1   0   0   1   1   1   0 -
Unsecreted_PEF_RQM18247.1     -          Hydrolase            PF00702.28   8.4e-41  136.2   0.3   1.9e-40  135.1   0.3   1.6   1   0   0   1   1   1   1 -
Unsecreted_POR_XP_003713256.1 -          Hydrolase            PF00702.28   3.6e-29   98.2   4.2   7.4e-29   97.2   4.2   1.6   1   0   0   1   1   1   1 -
Unsecreted_CRE_PIA18599.1     -          Hydrolase            PF00702.28   6.9e-18   61.4   0.0   6.7e-15   51.6   0.0   3.3   1   1   0   1   1   1   1 -
Unsecreted_CQU_KAG0142373.1   -          Hydrolase            PF00702.28   1.3e-15   53.9   1.0   1.6e-09   34.1   1.1   2.9   2   1   0   2   2   2   2 -
Unsecreted_NSP_KAG0167337.1   -          Hydrolase            PF00702.28     6e-15   51.8   0.4   3.9e-09   32.8   0.6   2.6   2   1   0   2   2   2   2 -
Unsecreted_SST_KIJ29370.1     -          Hydrolase            PF00702.28   2.4e-14   49.8   0.6   5.2e-09   32.4   0.1   3.2   2   1   0   2   2   2   2 -
Unsecreted_BME_ORX90627.1     -          Hydrolase            PF00702.28   2.1e-10   36.9   0.0   7.5e-05   18.8   0.0   3.0   2   1   0   2   2   2   2 -
Unsecreted_SST_KIJ43882.1     -          Hydrolase            PF00702.28   2.4e-08   30.2   0.0   9.8e-08   28.2   0.0   1.9   1   1   0   1   1   1   1 -
Unsecreted_ECU_NP_597460.1    -          Hydrolase            PF00702.28   1.3e-06   24.6   0.0   9.6e-06   21.7   0.0   2.0   1   1   0   2   2   2   1 -
Unsecreted_DDI_XP_635996.1    -          Hydrolase            PF00702.28    0.0044   13.0   0.0     0.013   11.5   0.0   1.7   1   1   0   1   1   1   1 -
Unsecreted_NSP_KAG0167337.1 -          Hydrolase_3          PF08282.14   1.7e-06   23.6   0.3   8.6e-06   21.3   0.0   2.1   1   1   1   2   2   2   1 -
Unsecreted_PEF_RQM18247.1   -          Hydrolase_3          PF08282.14   3.8e-06   22.5   0.0   0.00013   17.5   0.1   2.4   2   0   0   2   2   2   1 -
Unsecreted_BME_ORX90627.1   -          Hydrolase_3          PF08282.14   5.8e-06   21.9   1.1   1.8e-05   20.3   0.1   2.3   3   0   0   3   3   3   1 -
Unsecreted_CRE_PIA18599.1   -          Hydrolase_3          PF08282.14   5.3e-05   18.8   0.8   8.3e-05   18.1   0.3   1.5   2   0   0   2   2   2   1 -
Unsecreted_SST_KIJ29370.1   -          Hydrolase_3          PF08282.14     7e-05   18.4   1.6   0.00024   16.6   0.4   2.5   4   0   0   4   4   4   1 -
Unsecreted_CQU_KAG0142373.1 -          Hydrolase_3          PF08282.14   0.00011   17.7   0.0   0.00027   16.4   0.0   1.7   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ47617.1 -          Hydrolase_4          PF12146.10   0.00033   15.7   0.0   0.00052   15.0   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43882.1  -          Hydrolase_6          PF13344.8    4.6e-21   70.5   0.0   1.8e-20   68.7   0.0   1.9   2   0   0   2   2   2   1 -
Unsecreted_DDI_XP_635996.1 -          Hydrolase_6          PF13344.8     0.0003   16.6   0.0    0.0013   14.5   0.0   2.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43882.1  -          Hydrolase_like       PF13242.8    3.8e-18   61.1   0.0   6.8e-18   60.3   0.0   1.4   1   0   0   1   1   1   1 -
Unsecreted_ECU_NP_597460.1 -          Hydrolase_like       PF13242.8    0.00019   17.2   0.0   0.00035   16.4   0.0   1.4   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ25109.1                                                              -          Hydrophobin          PF01185.20   4.2e-29   96.8   9.8   4.7e-29   96.6   9.8   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48522.1                                                              -          Hydrophobin          PF01185.20   5.2e-29   96.5  10.7   5.8e-29   96.3  10.7   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ25024.1                                                              -          Hydrophobin          PF01185.20     6e-29   96.3  10.4   6.6e-29   96.1  10.4   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48250.1                                                              -          Hydrophobin          PF01185.20   9.7e-29   95.6   9.7   1.1e-28   95.4   9.7   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48496.1                                                              -          Hydrophobin          PF01185.20   1.7e-28   94.8  10.4     2e-28   94.6  10.4   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48517.1                                                              -          Hydrophobin          PF01185.20   2.2e-28   94.5  12.8   2.5e-28   94.3  12.8   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48500.1                                                              -          Hydrophobin          PF01185.20   2.7e-28   94.2  12.2     3e-28   94.0  12.2   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43887.1                                                              -          Hydrophobin          PF01185.20   2.7e-28   94.2   7.6   2.9e-28   94.1   7.6   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48247.1                                                              -          Hydrophobin          PF01185.20   2.8e-28   94.1   9.9   3.1e-28   94.0   9.9   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ38679.1                                                              -          Hydrophobin          PF01185.20   2.8e-28   94.1   7.0   3.1e-28   94.0   7.0   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ28430.1                                                              -          Hydrophobin          PF01185.20   2.9e-28   94.1  10.1   3.2e-28   93.9  10.1   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ25844.1                                                              -          Hydrophobin          PF01185.20   3.1e-28   94.0  12.6   3.5e-28   93.8  12.6   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ25837.1                                                              -          Hydrophobin          PF01185.20   3.2e-28   94.0  11.3   3.6e-28   93.8  11.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48249.1                                                              -          Hydrophobin          PF01185.20   4.2e-28   93.6  11.5   4.8e-28   93.4  11.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ41341.1                                                              -          Hydrophobin          PF01185.20   4.8e-28   93.4   9.9   5.3e-28   93.2   9.9   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ33387.1                                                              -          Hydrophobin          PF01185.20   5.7e-28   93.1  10.8   6.4e-28   93.0  10.8   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ33388.1                                                              -          Hydrophobin          PF01185.20   5.7e-28   93.1  10.8   6.4e-28   93.0  10.8   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48499.1                                                              -          Hydrophobin          PF01185.20   9.6e-28   92.4  11.9   1.1e-27   92.2  11.9   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48246.1                                                              -          Hydrophobin          PF01185.20   1.3e-27   92.0  11.6   1.5e-27   91.8  11.6   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ47879.1                                                              -          Hydrophobin          PF01185.20   1.6e-27   91.7   7.5   1.8e-27   91.6   7.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ41356.1                                                              -          Hydrophobin          PF01185.20   1.8e-27   91.6   9.3     2e-27   91.4   9.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ28126.1                                                              -          Hydrophobin          PF01185.20   1.8e-27   91.5   6.5     2e-27   91.4   6.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ29211.1                                                              -          Hydrophobin          PF01185.20   1.8e-27   91.5   6.5     2e-27   91.4   6.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ33018.1                                                              -          Hydrophobin          PF01185.20   2.5e-27   91.1  10.8   2.9e-27   90.9  10.8   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ41342.1                                                              -          Hydrophobin          PF01185.20   3.5e-27   90.6   9.3   4.2e-27   90.3   9.3   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48516.1                                                              -          Hydrophobin          PF01185.20   4.8e-27   90.2  10.9   5.5e-27   90.0  10.9   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ46687.1                                                              -          Hydrophobin          PF01185.20   5.6e-27   90.0  11.1   6.2e-27   89.8  11.1   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ45439.1                                                              -          Hydrophobin          PF01185.20     9e-27   89.3   8.3     1e-26   89.1   8.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43881.1                                                              -          Hydrophobin          PF01185.20   1.7e-26   88.4   7.0   1.8e-26   88.3   7.0   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48525.1                                                              -          Hydrophobin          PF01185.20   2.4e-26   88.0  12.5   2.6e-26   87.8  12.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ28287.1                                                              -          Hydrophobin          PF01185.20   3.1e-26   87.6   5.0   3.3e-26   87.5   5.0   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43894.1                                                              -          Hydrophobin          PF01185.20   3.1e-26   87.6   5.0   3.3e-26   87.5   5.0   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ35372.1                                                              -          Hydrophobin          PF01185.20   4.2e-26   87.2  10.3   4.5e-26   87.1  10.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ29927.1                                                              -          Hydrophobin          PF01185.20   6.5e-26   86.5   3.2   7.8e-26   86.3   3.2   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ27679.1                                                              -          Hydrophobin          PF01185.20     2e-25   85.0   6.3   2.2e-25   84.8   6.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43462.1                                                              -          Hydrophobin          PF01185.20   2.2e-25   84.8   9.6   2.5e-25   84.7   9.6   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ38746.1                                                              -          Hydrophobin          PF01185.20   3.8e-25   84.1   8.5   4.1e-25   84.0   8.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ28292.1                                                              -          Hydrophobin          PF01185.20   4.4e-25   83.9   5.3   4.7e-25   83.8   5.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43469.1                                                              -          Hydrophobin          PF01185.20   1.1e-24   82.6   7.3   1.2e-24   82.5   7.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48493.1                                                              -          Hydrophobin          PF01185.20   1.2e-24   82.5   9.7   1.3e-24   82.4   9.7   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ38657.1                                                              -          Hydrophobin          PF01185.20   1.2e-24   82.5   5.3   1.4e-24   82.2   5.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ46052.1                                                              -          Hydrophobin          PF01185.20   2.3e-24   81.6  14.3   2.6e-24   81.4  14.3   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ33725.1                                                              -          Hydrophobin          PF01185.20   4.4e-24   80.7   7.1     5e-24   80.5   7.1   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ51344.1                                                              -          Hydrophobin          PF01185.20   4.4e-24   80.7   9.7   4.9e-24   80.5   9.7   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ33019.1                                                              -          Hydrophobin          PF01185.20     9e-24   79.7   5.9     1e-23   79.5   5.9   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ23317.1                                                              -          Hydrophobin          PF01185.20   1.8e-23   78.7   8.8     2e-23   78.6   8.8   1.0   1   0   0   1   1   1   1 -
Unsecreted_TMA_KAF8236276.1                                                            -          Hydrophobin          PF01185.20   2.4e-23   78.3   9.7   2.7e-23   78.2   9.7   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ45393.1                                                              -          Hydrophobin          PF01185.20   1.1e-22   76.2   6.9   1.2e-22   76.1   6.9   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ53817.1                                                              -          Hydrophobin          PF01185.20   4.3e-22   74.3   7.5   4.7e-22   74.2   7.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ53816.1                                                              -          Hydrophobin          PF01185.20   5.9e-22   73.9   6.6   7.7e-22   73.5   6.6   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ23892.1                                                              -          Hydrophobin          PF01185.20   6.2e-22   73.8  10.0     7e-22   73.6  10.0   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48492.1                                                              -          Hydrophobin          PF01185.20   7.3e-22   73.6   0.8   8.7e-22   73.3   0.8   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ40368.1                                                              -          Hydrophobin          PF01185.20   1.5e-20   69.3   1.4   1.8e-20   69.1   1.4   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ29277.1                                                              -          Hydrophobin          PF01185.20   4.5e-20   67.8   1.7   5.2e-20   67.6   1.7   1.1   1   0   0   1   1   1   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_591107_CE591106_178308                                  -          Hydrophobin          PF01185.20   1.4e-17   59.8  10.1   2.2e-17   59.2  10.1   1.3   1   0   0   1   1   1   1 -
Unsecreted_FPI_EPT04789.1                                                              -          Hydrophobin          PF01185.20   6.9e-17   57.6   8.2   8.6e-17   57.3   8.2   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ32703.1                                                              -          Hydrophobin          PF01185.20     1e-16   57.1   5.3   1.1e-16   57.0   4.0   1.6   2   0   0   2   2   1   1 -
Unsecreted_SST_KIJ43890.1                                                              -          Hydrophobin          PF01185.20   1.3e-16   56.7   0.6   1.6e-16   56.4   0.6   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ50777.1                                                              -          Hydrophobin          PF01185.20   3.1e-16   55.5   4.0   3.3e-16   55.5   4.0   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ25113.1                                                              -          Hydrophobin          PF01185.20   1.4e-14   50.3   0.5   1.5e-14   50.1   0.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ53977.1                                                              -          Hydrophobin          PF01185.20   5.6e-14   48.3   2.1   6.4e-14   48.1   2.1   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ32704.1                                                              -          Hydrophobin          PF01185.20   2.1e-13   46.4   0.6   2.5e-13   46.2   0.6   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ48494.1                                                              -          Hydrophobin          PF01185.20   1.1e-12   44.1   0.7   1.3e-12   44.0   0.7   1.0   1   0   0   1   1   1   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_1926703_fgenesh1_kg.13___241___TRINITY_DN4965_c1_g2_i2  -          Hydrophobin          PF01185.20   1.1e-11   41.0   4.6   1.1e-11   40.9   4.6   1.0   1   0   0   1   1   1   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_2001430_fgenesh1_kg.266___114___TRINITY_DN8814_c1_g2_i1 -          Hydrophobin          PF01185.20   2.4e-11   39.8   0.4   2.6e-11   39.7   0.4   1.1   1   0   0   1   1   1   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_1926696_fgenesh1_kg.13___234___TRINITY_DN8821_c2_g2_i1  -          Hydrophobin          PF01185.20     9e-10   34.8   3.7   9.5e-10   34.7   3.7   1.0   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ43882.1                                                              -          Hydrophobin          PF01185.20   2.2e-09   33.6   0.5   3.8e-09   32.8   0.5   1.5   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ22509.1                                                              -          Hydrophobin          PF01185.20   6.1e-07   25.8   1.9   1.2e-06   24.8   1.9   1.6   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ50779.1                                                              -          Hydrophobin          PF01185.20   1.1e-06   24.9   0.6   1.4e-06   24.5   0.6   1.2   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ54660.1                                                              -          Hydrophobin          PF01185.20   4.2e-06   23.1   0.6   7.1e-06   22.3   0.6   1.3   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ27070.1                                                              -          Hydrophobin          PF01185.20   5.5e-05   19.5   0.3   7.3e-05   19.1   0.3   1.2   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ51859.1                                                              -          Hydrophobin          PF01185.20   5.5e-05   19.5   0.3   7.3e-05   19.1   0.3   1.2   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ47617.1                                                              -          Hydrophobin          PF01185.20   0.00084   15.7   0.1    0.0025   14.2   0.1   1.8   1   0   0   1   1   1   1 -
Unsecreted_CMA_jgi_Corma2_609406_gw1.69.76.1  -          Hydrophobin_2        PF06766.13   9.9e-29   94.9   8.7   1.2e-28   94.6   8.7   1.1   1   0   0   1   1   1   1 -
Unsecreted_CMA_jgi_Corma2_611541_gw1.293.25.1 -          Hydrophobin_2        PF06766.13   3.8e-27   89.8  11.5   4.2e-27   89.6  11.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_THA_XP_024767883.1                 -          Hydrophobin_2        PF06766.13   2.6e-24   80.7  11.3     3e-24   80.5  11.3   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ24675.1                     -          Hydrophobin_2        PF06766.13    0.0025   13.5   0.1    0.0043   12.7   0.1   1.3   1   0   0   1   1   1   1 -
Unsecreted_CMI_XP_006672043.1                 -          Hydrophobin_2        PF06766.13    0.0038   12.9   0.1    0.0058   12.3   0.1   1.3   1   0   0   1   1   1   1 -
Unsecreted_RIR_XP_025174250.1                 -          Hydrophobin_2        PF06766.13     0.024   10.4   7.4    0.0033   13.1   2.7   2.0   2   0   0   2   2   2   0 -
Unsecreted_POR_XP_003716903.1 -          H_PPase              PF03030.18       1.9    2.6  13.7      0.44    4.7   4.6   2.1   2   0   0   2   2   2   0 -
Unsecreted_PSA_PJF18775.1 -          IFRD                 PF05004.15     5e-07   24.7   6.7    0.0003   15.6   0.0   4.3   4   0   0   4   4   4   3 -
Unsecreted_PEF_RQM14836.1 -          IKI3                 PF04762.14    0.0046   10.6   1.9     0.044    7.4   0.2   2.7   2   1   1   3   3   3   2 -
Unsecreted_CQU_KAG0150956.1 -          Ima1_N               PF09779.11         3    4.4  13.2     0.021   11.4   3.5   2.4   3   0   0   3   3   3   0 -
Unsecreted_CMI_XP_006668791.1 -          Imm1                 PF14430.8     0.0037   13.7   0.1      0.26    7.8   0.0   2.7   3   0   0   3   3   3   1 -
Unsecreted_PEF_RQM16934.1 -          Imm27                PF15590.8     0.0027   13.3   1.2      0.24    7.0   0.1   3.0   2   0   0   2   2   2   2 -
Unsecreted_TMA_KAF8231641.1 -          Imm5                 PF14423.8       0.05    9.4   5.7     0.053    9.3   0.2   3.3   2   1   0   3   3   3   0 -
Unsecreted_MAC_WP_011020738.1 -          IMPDH                PF00478.27    0.0013   13.5   0.8    0.0017   13.0   0.8   1.1   1   0   0   1   1   1   1 -
Unsecreted_CTH_jgi_Conth1_326876_fgenesh1_pg.2___65 -          Importin_rep_6       PF18829.3     0.0013   14.8   1.0    0.0031   13.6   0.9   1.7   1   1   0   1   1   1   1 -
Unsecreted_DDI_XP_635899.1                          -          Importin_rep_6       PF18829.3       0.85    5.7  18.3       0.2    7.7   3.1   3.1   3   0   0   3   3   3   0 -
Unsecreted_LGO_jgi_LeugonAS2_1_2166572_estExt_fgenesh1_pm.C_1060011 -          Inhibitor_G39P       PF11417.10    0.0029   13.8   0.2     0.046   10.0   0.0   3.1   3   0   0   3   3   3   1 -
Unsecreted_FOL_RSM05864.1     -          Insulin_TMD          PF17870.3       0.17    7.8   7.7     0.012   11.5   0.2   2.9   4   0   0   4   4   4   0 -
Unsecreted_FFL_RSL63810.1     -          Insulin_TMD          PF17870.3       0.34    6.8   8.7     0.013   11.4   0.3   2.9   4   0   0   4   4   4   0 -
Unsecreted_PRU_jgi_Orpsp1_1_1192009_evm.model.d7180000089965.1 -          Integrase_H2C2       PF17921.3    2.4e-20   68.1   0.4   4.6e-20   67.2   0.4   1.5   1   0   0   1   1   1   1 -
Unsecreted_AAM_KAG0269426.1 -          Ints3_N              PF10189.11    4e-124  410.2   0.0  5.8e-124  409.7   0.0   1.1   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_636407.1    -          Ion_trans            PF00520.33   1.7e-30  101.7  71.3   1.8e-24   82.0  37.0   4.2   4   0   0   4   4   4   2 -
Unsecreted_RIR_XP_025178134.1 -          Ion_trans            PF00520.33   7.3e-17   57.1  23.3   7.3e-17   57.1  23.3   3.0   1   1   2   3   3   3   2 -
Unsecreted_CTH_jgi_Conth1_325948_fgenesh1_kg.213___5___Locus4115v1rpkm31.15 -          Ipi1_N               PF12333.10     0.057    9.8   3.5       0.2    8.0   0.7   3.2   2   1   0   2   2   2   0 -
Unsecreted_PEF_RQM09034.1 -          IQ                   PF00612.29   2.6e-17   56.8 111.9   5.9e-06   21.5   1.5  16.8  17   0   0  17  17  17  13 -
Unsecreted_LGO_jgi_LeugonAS2_1_1448156_CE1448155_1611 -          ISK_Channel          PF02060.17   0.00027   16.4   0.1      0.14    7.5   0.0   2.2   2   0   0   2   2   2   2 -
Unsecreted_RIR_XP_025170318.1 -          IstB_IS21            PF01695.19   0.00034   15.8   0.3     0.007   11.6   0.0   2.7   2   1   1   3   3   3   1 -
Unsecreted_FAL_XP_009493870.1 -          Jagunal              PF07086.14      0.11    8.2   6.3     0.041    9.6   1.7   2.1   2   1   0   2   2   2   0 -
Unsecreted_DDI_XP_635899.1 -          JmjC                 PF02373.24      0.15    8.3   7.0       1.1    5.5   0.0   3.2   3   0   0   3   3   3   0 -
Unsecreted_RMI_XP_023467407.1 -          KASH                 PF10541.11      0.36    6.8   8.7    0.0089   12.0   1.1   2.3   2   0   0   2   2   2   0 -
Unsecreted_DDI_XP_644907.1    -          KAsynt_C_assoc       PF16197.7    2.6e-15   52.6   0.2   8.4e-15   51.0   0.2   2.0   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_001732967.1 -          KAsynt_C_assoc       PF16197.7    4.6e-14   48.6   0.4   4.6e-14   48.6   0.4   2.5   3   0   0   3   3   3   1 -
Unsecreted_OCA_KAF4591863.1   -          KAsynt_C_assoc       PF16197.7    1.6e-07   27.5   0.0   6.7e-07   25.5   0.0   2.1   2   0   0   2   2   2   1 -
Unsecreted_CAL_XP_721399.1 -          KCH                  PF16944.7    4.4e-82  271.2  27.8   5.8e-82  270.8  27.8   1.1   1   0   0   1   1   1   1 -
Unsecreted_MAN_KID66610.1     -          Kdo                  PF06293.16   0.00085   14.4   0.1    0.0014   13.7   0.1   1.3   1   0   0   1   1   1   1 -
Unsecreted_RIR_XP_025189290.1 -          Kdo                  PF06293.16     0.003   12.6   0.2    0.0051   11.9   0.2   1.3   1   0   0   1   1   1   1 -
Unsecreted_URA_jgi_Umbra1_260967_fgenesh1_kg.84___92___combest_scaffold_84_141799 -          Kei1                 PF08552.13     0.046    9.3   7.6       0.5    5.9   7.3   2.2   1   1   0   1   1   1   0 -
Unsecreted_SPU_XP_016607013.1 -          Kelch_6              PF13964.8     0.0018   14.3   0.0     0.059    9.5   0.0   2.6   2   0   0   2   2   2   1 -
Unsecreted_DDI_XP_644907.1    -          ketoacyl-synt        PF00109.28   6.4e-69  228.0   0.0   1.2e-68  227.1   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_001732967.1 -          ketoacyl-synt        PF00109.28   6.1e-65  215.0   0.0   8.9e-65  214.4   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_OCA_KAF4591863.1   -          ketoacyl-synt        PF00109.28   2.4e-59  196.6   4.5   2.4e-52  173.7   4.0   2.4   1   1   1   2   2   2   2 -
Unsecreted_MCI_L0F63_004952-T1 -          Ketoacyl-synt_2      PF13723.8    7.3e-61  201.4   0.0     1e-60  200.9   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_OCA_KAF4591863.1   -          Ketoacyl-synt_C      PF02801.24   1.2e-37  124.2   0.0     3e-37  123.0   0.0   1.7   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_644907.1    -          Ketoacyl-synt_C      PF02801.24   2.7e-33  110.2   0.0   8.3e-33  108.6   0.0   1.9   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_001732967.1 -          Ketoacyl-synt_C      PF02801.24   3.3e-29   97.0   0.0   6.5e-29   96.1   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_RMI_XP_023460957.1 -          KilA-N               PF04383.15     8e-05   18.2   0.2    0.0013   14.3   0.2   2.5   1   1   0   1   1   1   1 -
Unsecreted_MAN_KID66610.1   -          Kinase-like          PF14531.8    6.8e-09   31.1   0.0   1.1e-08   30.4   0.0   1.3   1   0   0   1   1   1   1 -
