# SignalP-5.0	Organism: Eukarya	Timestamp: 20220322163127
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
PIN_XP_002896292.1	SP(Sec/SPI)	0.988608	0.011392	CS pos: 20-21. ADA-QV. Pr: 0.7599
PIN_XP_002896340.1	OTHER	0.001893	0.998107	
PIN_XP_002896556.1	OTHER	0.005551	0.994449	
PIN_XP_002897119.1	OTHER	0.003122	0.996878	
PIN_XP_002897753.1	OTHER	0.003553	0.996447	
PIN_XP_002898044.1	OTHER	0.053868	0.946132	
PIN_XP_002898447.1	OTHER	0.000419	0.999581	
PIN_XP_002898653.1	OTHER	0.000480	0.999520	
PIN_XP_002898867.1	OTHER	0.000509	0.999491	
PIN_XP_002899521.1	OTHER	0.001200	0.998800	
PIN_XP_002899571.1	OTHER	0.001087	0.998913	
PIN_XP_002899847.1	OTHER	0.003032	0.996968	
PIN_XP_002900560.1	OTHER	0.005597	0.994403	
PIN_XP_002900615.1	OTHER	0.118229	0.881771	
PIN_XP_002900634.1	OTHER	0.000685	0.999315	
PIN_XP_002900636.1	SP(Sec/SPI)	0.559298	0.440702	CS pos: 27-28. SSS-LV. Pr: 0.1883
PIN_XP_002900637.1	OTHER	0.244813	0.755187	
PIN_XP_002901349.1	OTHER	0.003216	0.996784	
PIN_XP_002901496.1	OTHER	0.004319	0.995681	
PIN_XP_002901497.1	SP(Sec/SPI)	0.969063	0.030937	CS pos: 23-24. AYA-VG. Pr: 0.5992
PIN_XP_002901559.1	SP(Sec/SPI)	0.736099	0.263901	CS pos: 19-20. PQA-VR. Pr: 0.2531
PIN_XP_002902113.1	OTHER	0.086632	0.913368	
PIN_XP_002902255.1	OTHER	0.065720	0.934280	
PIN_XP_002902523.1	OTHER	0.001595	0.998405	
PIN_XP_002902533.1	OTHER	0.075630	0.924370	
PIN_XP_002902825.1	OTHER	0.001425	0.998575	
PIN_XP_002903226.1	OTHER	0.003106	0.996894	
PIN_XP_002903623.1	OTHER	0.003115	0.996885	
PIN_XP_002904134.1	OTHER	0.000957	0.999043	
PIN_XP_002904184.1	OTHER	0.006927	0.993073	
PIN_XP_002904189.1	OTHER	0.001013	0.998987	
PIN_XP_002904356.1	OTHER	0.022252	0.977748	
PIN_XP_002905303.1	OTHER	0.003694	0.996306	
PIN_XP_002905561.1	OTHER	0.002218	0.997782	
PIN_XP_002905594.1	SP(Sec/SPI)	0.981719	0.018281	CS pos: 20-21. CLA-TK. Pr: 0.9126
PIN_XP_002905942.1	OTHER	0.000341	0.999659	
PIN_XP_002906370.1	OTHER	0.032382	0.967618	
PIN_XP_002906408.1	SP(Sec/SPI)	0.993955	0.006045	CS pos: 24-25. CEA-LL. Pr: 0.8567
PIN_XP_002906917.1	OTHER	0.000963	0.999037	
PIN_XP_002907733.1	OTHER	0.000658	0.999342	
PIN_XP_002907829.1	OTHER	0.010773	0.989227	
PIN_XP_002908506.1	OTHER	0.000654	0.999346	
PIN_XP_002908691.1	OTHER	0.440854	0.559146	
PIN_XP_002909032.1	OTHER	0.036348	0.963652	
PIN_XP_002909458.1	OTHER	0.000905	0.999095	
PIN_XP_002997541.1	SP(Sec/SPI)	0.999694	0.000306	CS pos: 20-21. AEA-AG. Pr: 0.8805
PIN_XP_002997542.1	SP(Sec/SPI)	0.991700	0.008300	CS pos: 20-21. ADA-QV. Pr: 0.6971
PIN_XP_002997818.1	OTHER	0.106318	0.893682	
PIN_XP_002997987.1	OTHER	0.002485	0.997515	
PIN_XP_002998318.1	OTHER	0.005616	0.994384	
PIN_XP_002998327.1	OTHER	0.000882	0.999118	
PIN_XP_002998493.1	SP(Sec/SPI)	0.998509	0.001491	CS pos: 23-24. SSA-HW. Pr: 0.5349
PIN_XP_002998494.1	SP(Sec/SPI)	0.992934	0.007066	CS pos: 25-26. TKG-HW. Pr: 0.5711
PIN_XP_002998495.1	SP(Sec/SPI)	0.999397	0.000603	CS pos: 24-25. IQA-NL. Pr: 0.7653
PIN_XP_002998531.1	OTHER	0.002252	0.997748	
PIN_XP_002998950.1	OTHER	0.000789	0.999211	
PIN_XP_002999073.1	OTHER	0.004786	0.995214	
PIN_XP_002999087.1	OTHER	0.002482	0.997518	
PJI_XP_018230317.1	OTHER	0.001913	0.998087	
PJI_XP_018230501.1	OTHER	0.000761	0.999239	
PJI_XP_018231131.1	OTHER	0.000796	0.999204	
POR_XP_003708920.1	SP(Sec/SPI)	0.999799	0.000201	CS pos: 20-21. VSA-QD. Pr: 0.9673
POR_XP_003709213.1	OTHER	0.001117	0.998883	
POR_XP_003709477.1	OTHER	0.003918	0.996082	
POR_XP_003710461.1	OTHER	0.002021	0.997979	
POR_XP_003710667.1	OTHER	0.000546	0.999454	
POR_XP_003710810.1	OTHER	0.002268	0.997732	
POR_XP_003711202.1	OTHER	0.000567	0.999433	
POR_XP_003711296.1	SP(Sec/SPI)	0.998951	0.001049	CS pos: 20-21. ASA-AF. Pr: 0.7407
POR_XP_003711391.1	OTHER	0.000526	0.999474	
POR_XP_003712313.1	OTHER	0.097289	0.902711	
POR_XP_003712548.1	OTHER	0.006264	0.993736	
POR_XP_003713256.1	OTHER	0.004859	0.995141	
POR_XP_003713325.1	SP(Sec/SPI)	0.930579	0.069421	CS pos: 24-25. SES-VD. Pr: 0.2961
POR_XP_003713464.1	SP(Sec/SPI)	0.999207	0.000793	CS pos: 20-21. ATA-SP. Pr: 0.8303
POR_XP_003713465.1	SP(Sec/SPI)	0.995912	0.004088	CS pos: 24-25. AHA-VP. Pr: 0.9402
POR_XP_003713707.1	OTHER	0.001302	0.998698	
POR_XP_003713939.1	OTHER	0.000786	0.999214	
POR_XP_003714057.1	SP(Sec/SPI)	0.995633	0.004367	CS pos: 19-20. AVA-LP. Pr: 0.5753
POR_XP_003714394.1	SP(Sec/SPI)	0.991312	0.008688	CS pos: 18-19. TSA-LN. Pr: 0.2995
POR_XP_003714555.1	OTHER	0.012293	0.987707	
POR_XP_003715445.1	OTHER	0.002136	0.997864	
POR_XP_003715609.1	OTHER	0.002330	0.997670	
POR_XP_003715696.1	OTHER	0.010440	0.989560	
POR_XP_003716268.1	OTHER	0.007359	0.992641	
POR_XP_003716609.1	SP(Sec/SPI)	0.953088	0.046912	CS pos: 20-21. ASP-QS. Pr: 0.3305
POR_XP_003716785.1	SP(Sec/SPI)	0.929822	0.070178	CS pos: 23-24. GTA-HS. Pr: 0.4071
POR_XP_003716903.1	OTHER	0.000620	0.999380	
POR_XP_003717332.1	OTHER	0.002260	0.997740	
POR_XP_003717406.1	SP(Sec/SPI)	0.999102	0.000898	CS pos: 17-18. AMA-MP. Pr: 0.8603
POR_XP_003717407.1	SP(Sec/SPI)	0.977511	0.022489	CS pos: 23-24. ASA-SS. Pr: 0.6986
POR_XP_003718168.1	SP(Sec/SPI)	0.997724	0.002276	CS pos: 19-20. VMA-ET. Pr: 0.9093
POR_XP_003718244.1	SP(Sec/SPI)	0.995856	0.004144	CS pos: 24-25. IQA-QD. Pr: 0.9096
POR_XP_003719064.1	OTHER	0.000487	0.999513	
POR_XP_003719427.1	OTHER	0.008296	0.991704	
POR_XP_003720298.1	OTHER	0.033919	0.966081	
POR_XP_003720513.1	SP(Sec/SPI)	0.998752	0.001248	CS pos: 19-20. VQA-IP. Pr: 0.7493
POR_XP_003720541.1	OTHER	0.014927	0.985073	
POR_XP_003720612.1	OTHER	0.000649	0.999351	
POR_XP_016845963.1	SP(Sec/SPI)	0.999358	0.000642	CS pos: 17-18. AMA-MP. Pr: 0.8602
PRU_jgi_Orpsp1_1_1174097_evm.model.c7180000048892.1	OTHER	0.000302	0.999698	
PRU_jgi_Orpsp1_1_1174128_evm.model.c7180000049026.1	OTHER	0.001481	0.998519	
PRU_jgi_Orpsp1_1_1174202_evm.model.c7180000049255.1	OTHER	0.000466	0.999534	
PRU_jgi_Orpsp1_1_1174365_evm.model.c7180000049830.1	OTHER	0.000111	0.999889	
PRU_jgi_Orpsp1_1_1174674_evm.model.c7180000050927.1	OTHER	0.003048	0.996952	
PRU_jgi_Orpsp1_1_1174735_evm.model.c7180000051208.1	SP(Sec/SPI)	0.993871	0.006129	CS pos: 21-22. CLS-VD. Pr: 0.8619
PRU_jgi_Orpsp1_1_1174935_evm.model.c7180000052010.1	SP(Sec/SPI)	0.999597	0.000403	CS pos: 19-20. ASA-AC. Pr: 0.7987
PRU_jgi_Orpsp1_1_1174939_evm.model.c7180000052017.1	OTHER	0.000393	0.999607	
PRU_jgi_Orpsp1_1_1174941_evm.model.c7180000052027.1	SP(Sec/SPI)	0.997726	0.002274	CS pos: 19-20. ATA-KR. Pr: 0.8024
PRU_jgi_Orpsp1_1_1174970_evm.model.c7180000052169.1	OTHER	0.066616	0.933384	
PRU_jgi_Orpsp1_1_1175005_evm.model.c7180000052288.1	SP(Sec/SPI)	0.914599	0.085401	CS pos: 27-28. TFA-AP. Pr: 0.6653
PRU_jgi_Orpsp1_1_1175207_evm.model.c7180000053001.1	OTHER	0.000507	0.999493	
PRU_jgi_Orpsp1_1_1175221_evm.model.c7180000053075.1	SP(Sec/SPI)	0.972569	0.027431	CS pos: 21-22. IKA-VW. Pr: 0.7923
PRU_jgi_Orpsp1_1_1175263_evm.model.c7180000053206.1	OTHER	0.000744	0.999256	
PRU_jgi_Orpsp1_1_1175303_evm.model.c7180000053341.1	SP(Sec/SPI)	0.998664	0.001336	CS pos: 19-20. ILS-KS. Pr: 0.7907
PRU_jgi_Orpsp1_1_1175315_evm.model.c7180000053384.1	OTHER	0.004353	0.995647	
PRU_jgi_Orpsp1_1_1175496_evm.model.c7180000054094.1	SP(Sec/SPI)	0.999050	0.000950	CS pos: 19-20. ASA-AC. Pr: 0.8003
PRU_jgi_Orpsp1_1_1176045_evm.model.c7180000056198.1	SP(Sec/SPI)	0.999453	0.000547	CS pos: 19-20. ASA-AC. Pr: 0.7900
PRU_jgi_Orpsp1_1_1176102_evm.model.c7180000056410.1	OTHER	0.001114	0.998886	
PRU_jgi_Orpsp1_1_1176283_evm.model.c7180000057033.1	OTHER	0.001156	0.998844	
PRU_jgi_Orpsp1_1_1176284_evm.model.c7180000057039.1	SP(Sec/SPI)	0.999722	0.000278	CS pos: 20-21. VKA-DC. Pr: 0.9478
PRU_jgi_Orpsp1_1_1176285_evm.model.c7180000057040.1	SP(Sec/SPI)	0.999508	0.000492	CS pos: 20-21. ANA-DC. Pr: 0.8617
PRU_jgi_Orpsp1_1_1176303_evm.model.c7180000057129.2	SP(Sec/SPI)	0.989287	0.010713	CS pos: 24-25. VNA-AN. Pr: 0.9606
PRU_jgi_Orpsp1_1_1176316_evm.model.c7180000057158.1	SP(Sec/SPI)	0.999452	0.000548	CS pos: 16-17. VAA-QK. Pr: 0.8480
PRU_jgi_Orpsp1_1_1176343_evm.model.c7180000057256.1	SP(Sec/SPI)	0.999319	0.000681	CS pos: 21-22. CLS-QS. Pr: 0.7974
PRU_jgi_Orpsp1_1_1176377_evm.model.c7180000057371.1	SP(Sec/SPI)	0.980697	0.019303	CS pos: 20-21. AAA-SC. Pr: 0.7151
PRU_jgi_Orpsp1_1_1176383_evm.model.c7180000057385.1	OTHER	0.000744	0.999256	
PRU_jgi_Orpsp1_1_1176522_evm.model.c7180000057932.1	SP(Sec/SPI)	0.990157	0.009843	CS pos: 20-21. VNA-FE. Pr: 0.9820
PRU_jgi_Orpsp1_1_1176850_evm.model.c7180000059258.1	OTHER	0.004175	0.995825	
PRU_jgi_Orpsp1_1_1176933_evm.model.c7180000059546.1	SP(Sec/SPI)	0.999597	0.000403	CS pos: 19-20. ASA-AC. Pr: 0.7987
PRU_jgi_Orpsp1_1_1176975_evm.model.c7180000059703.1	OTHER	0.000298	0.999702	
PRU_jgi_Orpsp1_1_1177178_evm.model.c7180000060467.1	SP(Sec/SPI)	0.999311	0.000689	CS pos: 19-20. ANA-NS. Pr: 0.5858
PRU_jgi_Orpsp1_1_1177211_evm.model.c7180000060579.1	OTHER	0.000190	0.999810	
PRU_jgi_Orpsp1_1_1177481_evm.model.c7180000061604.1	SP(Sec/SPI)	0.999577	0.000423	CS pos: 19-20. ASA-AC. Pr: 0.8462
PRU_jgi_Orpsp1_1_1177501_evm.model.c7180000061679.1	SP(Sec/SPI)	0.999879	0.000121	CS pos: 21-22. SFA-GR. Pr: 0.9896
PRU_jgi_Orpsp1_1_1177530_evm.model.c7180000061824.1	OTHER	0.001619	0.998381	
PRU_jgi_Orpsp1_1_1177561_evm.model.c7180000061923.1	SP(Sec/SPI)	0.999489	0.000511	CS pos: 19-20. VSA-DC. Pr: 0.9679
PRU_jgi_Orpsp1_1_1177599_evm.model.c7180000062075.1	OTHER	0.001843	0.998157	
PRU_jgi_Orpsp1_1_1177608_evm.model.c7180000062124.1	OTHER	0.000185	0.999815	
PRU_jgi_Orpsp1_1_1177615_evm.model.c7180000062149.1	SP(Sec/SPI)	0.956919	0.043081	CS pos: 17-18. VSA-GC. Pr: 0.6523
PRU_jgi_Orpsp1_1_1177652_evm.model.c7180000062316.1	SP(Sec/SPI)	0.998554	0.001446	CS pos: 19-20. IKA-SS. Pr: 0.5568
PRU_jgi_Orpsp1_1_1177717_evm.model.c7180000062567.1	OTHER	0.001054	0.998946	
PRU_jgi_Orpsp1_1_1177725_evm.model.c7180000062600.1	OTHER	0.000387	0.999613	
PRU_jgi_Orpsp1_1_1177742_evm.model.c7180000062650.1	OTHER	0.002547	0.997453	
PRU_jgi_Orpsp1_1_1177798_evm.model.c7180000062897.1	SP(Sec/SPI)	0.999761	0.000239	CS pos: 19-20. ASA-SC. Pr: 0.8066
PRU_jgi_Orpsp1_1_1177837_evm.model.c7180000063059.1	SP(Sec/SPI)	0.999110	0.000890	CS pos: 21-22. TRA-EN. Pr: 0.9548
PRU_jgi_Orpsp1_1_1177888_evm.model.c7180000063223.1	SP(Sec/SPI)	0.998550	0.001450	CS pos: 19-20. VSA-GC. Pr: 0.8930
PRU_jgi_Orpsp1_1_1177957_evm.model.c7180000063519.1	OTHER	0.008680	0.991320	
PRU_jgi_Orpsp1_1_1178149_evm.model.c7180000064218.1	SP(Sec/SPI)	0.898288	0.101712	CS pos: 23-24. TWA-KE. Pr: 0.4903
PRU_jgi_Orpsp1_1_1178177_evm.model.c7180000064335.1	OTHER	0.003711	0.996289	
PRU_jgi_Orpsp1_1_1178286_evm.model.c7180000064716.1	OTHER	0.003920	0.996080	
PRU_jgi_Orpsp1_1_1178318_evm.model.c7180000064823.1	OTHER	0.000946	0.999054	
PRU_jgi_Orpsp1_1_1178361_evm.model.c7180000065000.2	SP(Sec/SPI)	0.979419	0.020581	CS pos: 23-24. GYA-KA. Pr: 0.4465
PRU_jgi_Orpsp1_1_1178402_evm.model.c7180000065129.1	OTHER	0.006313	0.993687	
PRU_jgi_Orpsp1_1_1178477_evm.model.c7180000065466.1	SP(Sec/SPI)	0.992950	0.007050	CS pos: 22-23. SFA-SP. Pr: 0.6448
PRU_jgi_Orpsp1_1_1178591_evm.model.c7180000065966.1	SP(Sec/SPI)	0.999836	0.000164	CS pos: 20-21. AFA-QS. Pr: 0.9618
PRU_jgi_Orpsp1_1_1178592_evm.model.c7180000065967.1	SP(Sec/SPI)	0.991109	0.008891	CS pos: 20-21. VFA-TT. Pr: 0.9315
PRU_jgi_Orpsp1_1_1178605_evm.model.c7180000066028.1	SP(Sec/SPI)	0.894513	0.105487	CS pos: 32-33. VAA-GK. Pr: 0.5058
PRU_jgi_Orpsp1_1_1178674_evm.model.c7180000066294.1	SP(Sec/SPI)	0.999589	0.000411	CS pos: 19-20. VSA-SC. Pr: 0.9430
PRU_jgi_Orpsp1_1_1178757_evm.model.c7180000066629.1	SP(Sec/SPI)	0.998977	0.001023	CS pos: 19-20. VLA-DS. Pr: 0.9684
PRU_jgi_Orpsp1_1_1178780_evm.model.c7180000066708.1	SP(Sec/SPI)	0.999404	0.000596	CS pos: 19-20. VSA-DC. Pr: 0.9719
PRU_jgi_Orpsp1_1_1178852_evm.model.c7180000066964.1	SP(Sec/SPI)	0.999418	0.000582	CS pos: 16-17. VAA-QK. Pr: 0.8463
PRU_jgi_Orpsp1_1_1178853_evm.model.c7180000066964.2	SP(Sec/SPI)	0.999415	0.000585	CS pos: 16-17. VAA-QK. Pr: 0.8481
PRU_jgi_Orpsp1_1_1178904_evm.model.c7180000067168.1	OTHER	0.000734	0.999266	
PRU_jgi_Orpsp1_1_1179010_evm.model.c7180000067566.1	SP(Sec/SPI)	0.979975	0.020025	CS pos: 19-20. TKA-AV. Pr: 0.6473
PRU_jgi_Orpsp1_1_1179124_evm.model.c7180000068034.1	OTHER	0.002269	0.997731	
PRU_jgi_Orpsp1_1_1179248_evm.model.c7180000068602.1	SP(Sec/SPI)	0.997397	0.002603	CS pos: 19-20. VSA-AC. Pr: 0.8566
PRU_jgi_Orpsp1_1_1179413_evm.model.c7180000069236.1	OTHER	0.010003	0.989997	
PRU_jgi_Orpsp1_1_1179501_evm.model.c7180000069556.1	SP(Sec/SPI)	0.998859	0.001141	CS pos: 23-24. ALA-DC. Pr: 0.9568
PRU_jgi_Orpsp1_1_1179675_evm.model.c7180000070299.1	SP(Sec/SPI)	0.999668	0.000332	CS pos: 19-20. VQS-ED. Pr: 0.9887
PRU_jgi_Orpsp1_1_1179755_evm.model.c7180000070662.1	SP(Sec/SPI)	0.934055	0.065945	CS pos: 19-20. SNA-ES. Pr: 0.7148
PRU_jgi_Orpsp1_1_1179795_evm.model.c7180000070759.1	OTHER	0.111421	0.888579	
PRU_jgi_Orpsp1_1_1179931_evm.model.c7180000071410.1	OTHER	0.023621	0.976379	
PRU_jgi_Orpsp1_1_1180068_evm.model.c7180000072012.1	SP(Sec/SPI)	0.999773	0.000227	CS pos: 18-19. SYA-KC. Pr: 0.4311
PRU_jgi_Orpsp1_1_1180163_evm.model.c7180000072366.1	OTHER	0.007024	0.992976	
PRU_jgi_Orpsp1_1_1180170_evm.model.c7180000072378.1	SP(Sec/SPI)	0.999508	0.000492	CS pos: 20-21. ANA-DC. Pr: 0.8617
PRU_jgi_Orpsp1_1_1180200_evm.model.c7180000072496.1	OTHER	0.005358	0.994642	
PRU_jgi_Orpsp1_1_1180201_evm.model.c7180000072496.2	SP(Sec/SPI)	0.984004	0.015996	CS pos: 16-17. ANA-LV. Pr: 0.9034
PRU_jgi_Orpsp1_1_1180231_evm.model.c7180000072585.1	OTHER	0.001415	0.998585	
PRU_jgi_Orpsp1_1_1180378_evm.model.c7180000073148.1	SP(Sec/SPI)	0.996198	0.003802	CS pos: 19-20. VSA-GV. Pr: 0.7626
PRU_jgi_Orpsp1_1_1180589_evm.model.c7180000074007.1	SP(Sec/SPI)	0.959145	0.040855	CS pos: 17-18. ILA-SS. Pr: 0.3996
PRU_jgi_Orpsp1_1_1180594_evm.model.c7180000074024.1	SP(Sec/SPI)	0.999304	0.000696	CS pos: 19-20. TKA-SC. Pr: 0.7697
PRU_jgi_Orpsp1_1_1180725_evm.model.c7180000074439.1	OTHER	0.014227	0.985773	
PRU_jgi_Orpsp1_1_1180774_evm.model.c7180000074592.2	OTHER	0.076167	0.923833	
PRU_jgi_Orpsp1_1_1180880_evm.model.c7180000074982.1	OTHER	0.001643	0.998357	
PRU_jgi_Orpsp1_1_1180976_evm.model.c7180000075322.1	SP(Sec/SPI)	0.998281	0.001719	CS pos: 19-20. VSA-GC. Pr: 0.8910
PRU_jgi_Orpsp1_1_1181003_evm.model.c7180000075466.1	SP(Sec/SPI)	0.766015	0.233985	CS pos: 18-19. SFA-WK. Pr: 0.6009
PRU_jgi_Orpsp1_1_1181066_evm.model.c7180000075698.1	SP(Sec/SPI)	0.999331	0.000669	CS pos: 19-20. VSA-GC. Pr: 0.9046
PRU_jgi_Orpsp1_1_1181303_evm.model.c7180000076675.1	OTHER	0.003102	0.996898	
PRU_jgi_Orpsp1_1_1181437_evm.model.c7180000077209.1	OTHER	0.000726	0.999274	
PRU_jgi_Orpsp1_1_1181526_evm.model.c7180000077511.1	SP(Sec/SPI)	0.995094	0.004906	CS pos: 20-21. AFA-YE. Pr: 0.9268
PRU_jgi_Orpsp1_1_1181606_evm.model.c7180000077892.1	OTHER	0.007994	0.992006	
PRU_jgi_Orpsp1_1_1181647_evm.model.c7180000078041.1	OTHER	0.091946	0.908054	
PRU_jgi_Orpsp1_1_1181857_evm.model.c7180000078893.2	SP(Sec/SPI)	0.996958	0.003042	CS pos: 20-21. ACS-FE. Pr: 0.5459
PRU_jgi_Orpsp1_1_1181863_evm.model.c7180000078913.1	OTHER	0.004809	0.995191	
PRU_jgi_Orpsp1_1_1181902_evm.model.c7180000079077.1	OTHER	0.000887	0.999113	
PRU_jgi_Orpsp1_1_1181911_evm.model.c7180000079118.1	OTHER	0.001057	0.998943	
PRU_jgi_Orpsp1_1_1181943_evm.model.c7180000079212.1	SP(Sec/SPI)	0.999695	0.000305	CS pos: 18-19. TYA-KC. Pr: 0.8281
PRU_jgi_Orpsp1_1_1181999_evm.model.c7180000079479.1	OTHER	0.004047	0.995953	
PRU_jgi_Orpsp1_1_1182117_evm.model.c7180000079958.2	SP(Sec/SPI)	0.999610	0.000390	CS pos: 19-20. VSA-SC. Pr: 0.9429
PRU_jgi_Orpsp1_1_1182298_evm.model.c7180000080716.1	SP(Sec/SPI)	0.874254	0.125746	CS pos: 17-18. ASA-AC. Pr: 0.5921
PRU_jgi_Orpsp1_1_1182342_evm.model.c7180000080888.1	OTHER	0.000477	0.999523	
PRU_jgi_Orpsp1_1_1182455_evm.model.c7180000081331.1	SP(Sec/SPI)	0.999441	0.000559	CS pos: 19-20. VSA-DC. Pr: 0.9552
PRU_jgi_Orpsp1_1_1182478_evm.model.c7180000081441.1	OTHER	0.001124	0.998876	
PRU_jgi_Orpsp1_1_1182596_evm.model.c7180000081926.1	SP(Sec/SPI)	0.999519	0.000481	CS pos: 23-24. AYA-AC. Pr: 0.9393
PRU_jgi_Orpsp1_1_1182731_evm.model.c7180000082476.1	OTHER	0.001836	0.998164	
PRU_jgi_Orpsp1_1_1182784_evm.model.c7180000082648.1	OTHER	0.000992	0.999008	
PRU_jgi_Orpsp1_1_1182904_evm.model.c7180000083127.1	OTHER	0.001444	0.998556	
PRU_jgi_Orpsp1_1_1183044_evm.model.c7180000083647.1	OTHER	0.000378	0.999622	
PRU_jgi_Orpsp1_1_1183151_evm.model.c7180000084102.1	OTHER	0.000518	0.999482	
PRU_jgi_Orpsp1_1_1183248_evm.model.c7180000084419.1	OTHER	0.003532	0.996468	
PRU_jgi_Orpsp1_1_1183381_evm.model.c7180000084925.1	OTHER	0.003109	0.996891	
PRU_jgi_Orpsp1_1_1183574_evm.model.c7180000085781.1	OTHER	0.001217	0.998783	
PRU_jgi_Orpsp1_1_1183575_evm.model.c7180000085783.1	OTHER	0.001053	0.998947	
PRU_jgi_Orpsp1_1_1183628_evm.model.c7180000086032.1	OTHER	0.136424	0.863576	
PRU_jgi_Orpsp1_1_1183808_evm.model.c7180000086782.1	SP(Sec/SPI)	0.999733	0.000267	CS pos: 19-20. VKA-DC. Pr: 0.9559
PRU_jgi_Orpsp1_1_1183987_evm.model.c7180000087526.1	OTHER	0.001217	0.998783	
PRU_jgi_Orpsp1_1_1183991_evm.model.c7180000087537.1	SP(Sec/SPI)	0.997945	0.002055	CS pos: 20-21. VVA-DE. Pr: 0.9346
PRU_jgi_Orpsp1_1_1184037_evm.model.c7180000087751.1	OTHER	0.000776	0.999224	
PRU_jgi_Orpsp1_1_1184112_evm.model.c7180000088058.1	OTHER	0.000182	0.999818	
PRU_jgi_Orpsp1_1_1184152_evm.model.c7180000088232.1	OTHER	0.000358	0.999642	
PRU_jgi_Orpsp1_1_1184861_evm.model.c7180000091295.1	OTHER	0.001262	0.998738	
PRU_jgi_Orpsp1_1_1184930_evm.model.c7180000091625.1	OTHER	0.037513	0.962487	
PRU_jgi_Orpsp1_1_1184956_evm.model.c7180000091709.1	OTHER	0.000118	0.999882	
PRU_jgi_Orpsp1_1_1185147_evm.model.c7180000092511.1	SP(Sec/SPI)	0.997117	0.002883	CS pos: 19-20. VSA-GV. Pr: 0.7381
PRU_jgi_Orpsp1_1_1185330_evm.model.c7180000093287.1	OTHER	0.006228	0.993772	
PRU_jgi_Orpsp1_1_1185558_evm.model.c7180000094363.1	OTHER	0.001217	0.998783	
PRU_jgi_Orpsp1_1_1185671_evm.model.c7180000094801.1	SP(Sec/SPI)	0.999353	0.000647	CS pos: 19-20. ASA-AC. Pr: 0.7873
PRU_jgi_Orpsp1_1_1185793_evm.model.c7180000095317.1	SP(Sec/SPI)	0.996756	0.003244	CS pos: 19-20. ASA-GV. Pr: 0.7399
PRU_jgi_Orpsp1_1_1185800_evm.model.c7180000095349.1	SP(Sec/SPI)	0.990512	0.009488	CS pos: 23-24. VYS-EN. Pr: 0.9280
PRU_jgi_Orpsp1_1_1185862_evm.model.c7180000095676.1	SP(Sec/SPI)	0.838972	0.161028	CS pos: 19-20. ANA-NL. Pr: 0.7130
PRU_jgi_Orpsp1_1_1185973_evm.model.c7180000096272.1	SP(Sec/SPI)	0.996756	0.003244	CS pos: 19-20. ASA-GV. Pr: 0.7399
PRU_jgi_Orpsp1_1_1186041_evm.model.c7180000096599.1	SP(Sec/SPI)	0.999705	0.000295	CS pos: 19-20. VKA-DC. Pr: 0.8905
PRU_jgi_Orpsp1_1_1186105_evm.model.c7180000096916.1	SP(Sec/SPI)	0.999629	0.000371	CS pos: 20-21. ASA-DC. Pr: 0.9299
PRU_jgi_Orpsp1_1_1186148_evm.model.c7180000097240.1	SP(Sec/SPI)	0.992663	0.007337	CS pos: 24-25. INA-SD. Pr: 0.9315
PRU_jgi_Orpsp1_1_1186194_evm.model.d7180000048808.1	SP(Sec/SPI)	0.965292	0.034708	CS pos: 20-21. CWS-EP. Pr: 0.3823
PRU_jgi_Orpsp1_1_1186256_evm.model.d7180000049223.1	OTHER	0.000893	0.999107	
PRU_jgi_Orpsp1_1_1186348_evm.model.d7180000049916.1	SP(Sec/SPI)	0.999415	0.000585	CS pos: 16-17. VAA-QK. Pr: 0.8481
PRU_jgi_Orpsp1_1_1186349_evm.model.d7180000049916.2	SP(Sec/SPI)	0.999452	0.000548	CS pos: 16-17. VAA-QK. Pr: 0.8480
PRU_jgi_Orpsp1_1_1186527_evm.model.d7180000051215.1	OTHER	0.000298	0.999702	
PRU_jgi_Orpsp1_1_1186537_evm.model.d7180000051309.1	SP(Sec/SPI)	0.906165	0.093835	CS pos: 24-25. VKG-IA. Pr: 0.6760
PRU_jgi_Orpsp1_1_1186548_evm.model.d7180000051400.1	OTHER	0.000530	0.999470	
PRU_jgi_Orpsp1_1_1186565_evm.model.d7180000051545.1	OTHER	0.004357	0.995643	
PRU_jgi_Orpsp1_1_1186717_evm.model.d7180000052762.1	SP(Sec/SPI)	0.999566	0.000434	CS pos: 19-20. VSA-EC. Pr: 0.9719
PRU_jgi_Orpsp1_1_1186910_evm.model.d7180000054053.1	SP(Sec/SPI)	0.894929	0.105071	CS pos: 17-18. VSA-DC. Pr: 0.7662
PRU_jgi_Orpsp1_1_1186991_evm.model.d7180000054674.1	SP(Sec/SPI)	0.999097	0.000903	CS pos: 20-21. AFS-EC. Pr: 0.7760
PRU_jgi_Orpsp1_1_1187484_evm.model.d7180000058061.1	OTHER	0.000245	0.999755	
PRU_jgi_Orpsp1_1_1187635_evm.model.d7180000059135.1	OTHER	0.000841	0.999159	
PRU_jgi_Orpsp1_1_1187959_evm.model.d7180000061465.1	OTHER	0.010752	0.989248	
PRU_jgi_Orpsp1_1_1187975_evm.model.d7180000061567.1	SP(Sec/SPI)	0.989287	0.010713	CS pos: 16-17. SHS-LI. Pr: 0.9289
